CD_CIDADE;NM_CIDADE;ESTADO
393;BARAUNAS;BA
2937;BARBACENA;MG
1500;BARBADA;CE
1565;BARBALHA;CE
9856;BARBOSA;SP
6447;BARBOSA FERRAZ;PR
2495;BARBOSILANDIA;GO
4999;BARCARENA;PA
7859;BARCELONA;RN
7442;BARCELOS;RJ
159;BARCELOS;AM
394;BARCELOS DO SUL;BA
10325;BARIRI;SP
1674;BARRA;CE
395;BARRA;BA
1652;BARRA;CE
1651;BARRA;CE
2938;BARRA ALEGRE;MG
7443;BARRA ALEGRE;RJ
274;BARRA AVENIDA;BA
9867;BARRA BONITA;SP
8682;BARRA BONITA;SC
6448;BARRA BONITA;PR
6449;BARRA BONITA;PR
8729;BARRA CLARA;SC
8071;BARRA CURTA BAIXA;RS
6147;BARRA D'ALCANTARA;PI
396;BARRA DA ESTIVA;BA
2939;BARRA DA FIGUEIRA;MG
9513;BARRA DA LAGOA;SC
9359;BARRA DA PRATA;SC
6047;BARRA DE FARIAS;PE
6048;BARRA DE GUABIRABA;PE
7416;BARRA DE MACAE;RJ
10728;BARRA DE NOVO BRASIL;ES
5309;BARRA DE SANTA ROSA;PB
5310;BARRA DE SANTANA;PB
618;BARRA DE SANTO ANTONIO;AL
2129;BARRA DE SAO FRANCISCO;ES
7495;BARRA DE SAO JOAO;RJ
619;BARRA DE SAO MIGUEL;AL
5311;BARRA DE SAO MIGUEL;PB
5912;BARRA DE SAO PEDRO;PE
2940;BARRA DO ARIRANHA;MG
583;BARRA DO BONIFACIO;AL
5892;BARRA DO BREJO;PE
4879;BARRA DO BUGRES;MT
5312;BARRA DO CAMARATUBA;PB
10326;BARRA DO CHAPEU;SP
6043;BARRA DO CHATA;PE
397;BARRA DO CHOCA;BA
2772;BARRA DO CORDA;MA
2941;BARRA DO CUIETE;MG
4880;BARRA DO GARCAS;MT
10578;BARRA DO GROTA;TO
8910;BARRA DO GUARITA;RS
1400;BARRA DO INGA;CE
6450;BARRA DO JACARE;PR
506;BARRA DO JACUIPE;BA
6044;BARRA DO JARDIM;PE
1073;BARRA DO MENDES;BA
10579;BARRA DO OURO;TO
8911;BARRA DO OURO;RS
7496;BARRA DO PIRAI;RJ
1074;BARRA DO POJUCA;BA
8912;BARRA DO QUARAI;RS
5874;BARRA DO RIACHAO;PE
2259;BARRA DO RIACHO;ES
8913;BARRA DO RIBEIRO;RS
7997;BARRA DO RIO AZUL;RS
1075;BARRA DO ROCHA;BA
2160;BARRA DO SAHY;ES
5875;BARRA DO SIRINHAEM;PE
1653;BARRA DO SOTERO;CE
1076;BARRA DO TARRACHIL;BA
10308;BARRA DO TURVO;SP
9717;BARRA DOS COQUEIROS;SE
10289;BARRA DOURADA;SP
2942;BARRA FELIZ;MG
8725;BARRA FRIA;SC
7998;BARRA FUNDA;RS
8726;BARRA GRANDE;SC
584;BARRA GRANDE;AL
489;BARRA GRANDE;BA
6451;BARRA GRANDE;PR
6453;BARRA GRANDE;PR
6452;BARRA GRANDE;PR
2943;BARRA LONGA;MG
7497;BARRA MANSA;RJ
1654;BARRA NOVA;CE
2093;BARRA NOVA;CE
2154;BARRA NOVA;ES
6454;BARRA SANTA SALETE;PR
2155;BARRA SECA;ES
7498;BARRA SECA;RJ
9343;BARRA VELHA;SC
6455;BARRACAO;PR
8914;BARRACAO;RS
9718;BARRACAS;SE
1077;BARRACAS;BA
8243;BARRAGEM DO ITU;RS
3826;BARRANCO ALTO;MG
10290;BARRANIA;SP
6148;BARRAS;PI
1655;BARREIRA;CE
5000;BARREIRA BRANCA;PA
5108;BARREIRA DOS CAMPOS;PA
1656;BARREIRA DOS VIANAS;CE
5;BARREIRAS;AL
491;BARREIRAS;BA
1657;BARREIRAS;CE
5089;BARREIRAS;PA
6149;BARREIRAS DO PIAUI;PI
136;BARREIRINHA;AM
2773;BARREIRINHAS;MA
8915;BARREIRINHO;RS
3827;BARREIRO;MG
6458;BARREIRO;PR
6457;BARREIRO;PR
8916;BARREIRO;RS
6456;BARREIRO;PR
3409;BARREIRO BRANCO;MG
3410;BARREIRO DA RAIZ;MG
3411;BARREIRO DO RIO VERDE;MG
5876;BARREIROS;PE
490;BARREIROS;BA
1660;BARREIROS;CE
9344;BARREIROS;SC
1659;BARREIROS;CE
1658;BARREIROS;CE
6459;BARREIROS;PR
1661;BARRENTO;CE
10291;BARRETOS;SP
3079;BARRETOS DE ALVINOPOLIS;MG
6443;BARRINHA;PR
8259;BARRINHA;RS
8193;BARRINHA;RS
8194;BARRINHA;RS
8258;BARRINHA;RS
10292;BARRINHA;SP
1662;BARRO;CE
1663;BARRO ALTO;CE
492;BARRO ALTO;BA
2496;BARRO ALTO;GO
9345;BARRO BRANCO;SC
2774;BARRO DURO;MA
6053;BARRO DURO;PI
5655;BARRO PRETO;PR
5654;BARRO PRETO;PR
8917;BARRO PRETO;RS
5656;BARRO PRETO;PR
514;BARRO PRETO;BA
8919;BARRO VERMELHO;RS
552;BARRO VERMELHO;AL
515;BARRO VERMELHO;BA
8918;BARRO VERMELHO;RS
1303;BARROCAO;BA
3412;BARROCAO;MG
493;BARROCAS;BA
10655;BARROLANDIA;TO
1664;BARROQUINHA;CE
8920;BARROS CASSAL;RS
3413;BARROSO;MG
10293;BARUERI;SP
8900;BASILIO;RS
494;BASTIAO;BA
10294;BASTOS;SP
4534;BATAGUASSU;MS
10720;BATAIPORA;MS
585;BATALHA;AL
6127;BATALHA;PI
10295;BATATAIS;SP
6699;BATATAL;RJ
5877;BATATEIRA;PE
10296;BATATUBA;SP
3767;BATAYPORA;MS
495;BATE PE;BA
5657;BATEIAS;PR
9346;BATEIAS DE BAIXO;SC
496;BATINGA;BA
586;BATINGAS;AL
9758;BATISTA BOTELHO;SP
4966;BATOVI;MT
8319;BATOVIRA;RS
5090;BATURITE;PA
1665;BATURITE;CE
1541;BAU;CE
3414;BAU;MG
1666;BAU;CE
8343;BAU;RS
5658;BAULANDIA;PR
2130;BAUNILHA;ES
10297;BAURU;SP
4967;BAUS;MT
4535;BAUS;MS
4881;BAUXI;MT
5313;BAYEUX;PB
10298;BEBEDOURO;SP
2131;BEBEDOURO;ES
5565;BEBELANDIA;PB
1667;BEBERIBE;CE
7817;BEBIDA VELHA;RN
5091;BEJA;PA
4882;BEL RIOS;MT
3775;BELA ALVORADA;MS
1668;BELA CRUZ;CE
497;BELA FLOR;BA
10299;BELA FLORESTA;SP
5659;BELA VISTA;PR
5660;BELA VISTA;PR
8561;BELA VISTA;RS
8564;BELA VISTA;RS
8563;BELA VISTA;RS
8562;BELA VISTA;RS
9347;BELA VISTA;SC
1669;BELA VISTA;CE
1493;BELA VISTA;CE
4536;BELA VISTA;MS
8105;BELA VISTA;RS
5661;BELA VISTA DA CAROBA;PR
2497;BELA VISTA DE GOIAS;GO
3415;BELA VISTA DE MINAS;MG
4979;BELA VISTA DO CARACOL;PA
8317;BELA VISTA DO FAO;RS
5662;BELA VISTA DO IVAI;PR
2775;BELA VISTA DO MARANHAO;MA
5663;BELA VISTA DO PARAISO;PR
6128;BELA VISTA DO PIAUI;PI
5664;BELA VISTA DO PIQUIRI;PR
9348;BELA VISTA DO SUL;SC
5665;BELA VISTA DO TAPIRACUI;PR
9349;BELA VISTA DO TOLDO;SC
10300;BELA VISTA SAO-CARLENSE;SP
2776;BELAGUA;MA
5314;BELEM;PB
587;BELEM;AL
1561;BELEM;CE
5092;BELEM;PA
498;BELEM DA CACHOEIRA;BA
5878;BELEM DE MARIA;PE
180;BELEM DE SOLIMOES;AM
5315;BELEM DO BREJO DO CRUZ;PB
6230;BELEM DO PIAUI;PI
5879;BELEM DO SAO FRANCISCO;PE
7499;BELFORD ROXO;RJ
3921;BELISARIO;MG
3922;BELMIRO BRAGA;MG
499;BELMONTE;BA
9350;BELMONTE;SC
1492;BELMONTE;CE
501;BELO CAMPO;BA
500;BELO CAMPO;BA
7860;BELO HORIZONTE;RN
3923;BELO HORIZONTE;MG
5880;BELO JARDIM;PE
5035;BELO MONTE;PA
588;BELO MONTE;AL
3925;BELO ORIENTE;MG
3924;BELO ORIENTE;MG
3080;BELO VALE;MG
5093;BELTERRA;PA
3018;BELTRAO;MG
8565;BELUNO;RS
502;BEM-BOM;BA
7500;BEMPOSTA;RJ
503;BENDEGO;BA
6129;BENEDITINOS;PI
2964;BENEDITO LEITE;MA
9351;BENEDITO NOVO;SC
5094;BENEVIDES;PA
5095;BENFICA;PA
5881;BENGALAS;PE
137;BENJAMIN CONSTANT;AM
8566;BENJAMIN CONSTANT DO SUL;RS
5882;BENTIVI;PE
10301;BENTO DE ABREU;SP
7852;BENTO FERNANDES;RN
8886;BENTO GONCALVES;RS
504;BENTO SIMOES;BA
5666;BENTOPOLIS;PR
3081;BENTOPOLIS DE MINAS;MG
2756;BEQUIMAO;MA
3926;BERILO;MG
2917;BERIZAL;MG
5667;BERNARDELLI;PR
5316;BERNARDINO BATISTA;PB
9858;BERNARDINO DE CAMPOS;SP
2741;BERNARDO DO MEARIM;MA
10656;BERNARDO SAYAO;TO
5883;BERNARDO VIEIRA;PE
10302;BERTIOGA;SP
6130;BERTOLINIA;PI
2918;BERTOPOLIS;MG
138;BERURI;AM
1672;BETANIA;CE
1671;BETANIA;CE
5884;BETANIA;PE
1437;BETANIA;CE
1670;BETANIA;CE
6131;BETANIA DO PIAUI;PI
5668;BETARAS;PR
2919;BETIM;MG
8887;BEXIGA;RS
2428;BEZERRA;GO
4883;BEZERRO BRANCO;MT
5885;BEZERROS;PE
2920;BIAS FORTES;MG
2921;BICAS;MG
2922;BICUIBA;MG
9352;BIGUACU;SC
10303;BILAC;SP
2923;BIQUINHAS;MG
10304;BIRIGUI;SP
9759;BIRITIBA-MIRIM;SP
9760;BIRITIBA-USSU;SP
306;BIRITINGA;BA
6390;BISCAIA;PR
1673;BITUPITA;CE
3074;BITURI;MG
5669;BITURUNA;PR
1650;BIXOPA;CE
5886;BIZARRA;PE
9353;BLUMENAU;SC
1630;BOA AGUA;CE
505;BOA ESPERA;BA
1553;BOA ESPERANCA;CE
5670;BOA ESPERANCA;PR
8888;BOA ESPERANCA;RS
4884;BOA ESPERANCA;MT
3077;BOA ESPERANCA;MG
7501;BOA ESPERANCA;RJ
3026;BOA ESPERANCA;MG
2132;BOA ESPERANCA;ES
5097;BOA ESPERANCA;PA
5096;BOA ESPERANCA;PA
6439;BOA ESPERANCA DO IGUACU;PR
10305;BOA ESPERANCA DO SUL;SP
3393;BOA FAMILIA;MG
5098;BOA FE;PA
6132;BOA HORA;PI
1053;BOA NOVA;BA
7707;BOA SAUDE;RN
7502;BOA SORTE;RJ
589;BOA SORTE;AL
5099;BOA SORTE;PA
1054;BOA UNIAO;BA
4898;BOA UNIAO;MT
3394;BOA UNIAO DE ITABIRINHA;MG
5317;BOA VENTURA;PB
7503;BOA VENTURA;RJ
6440;BOA VENTURA DE SAO ROQUE;PR
1631;BOA VIAGEM;CE
590;BOA VISTA;AL
8889;BOA VISTA;RS
7965;BOA VISTA;RR
8361;BOA VISTA;RS
6442;BOA VISTA;PR
4899;BOA VISTA;MT
6441;BOA VISTA;PR
1633;BOA VISTA;CE
591;BOA VISTA;AL
5578;BOA VISTA;PB
1632;BOA VISTA;CE
1564;BOA VISTA;CE
8891;BOA VISTA;RS
8890;BOA VISTA;RS
5636;BOA VISTA;PR
5637;BOA VISTA;PR
5638;BOA VISTA DA APARECIDA;PR
8892;BOA VISTA DAS MISSOES;RS
3395;BOA VISTA DE MINAS;MG
7928;BOA VISTA DE PACARANA;RO
3030;BOA VISTA DE SANTA MARIA;MG
8893;BOA VISTA DO BURICA;RS
8894;BOA VISTA DO CADEADO;RS
1634;BOA VISTA DO CAXITORE;CE
2742;BOA VISTA DO GURUPI;MA
8895;BOA VISTA DO INCRA;RS
4980;BOA VISTA DO IRIRITEUA;PA
1055;BOA VISTA DO LAGAMAR;BA
2743;BOA VISTA DO PINDARE;MA
139;BOA VISTA DO RAMOS;AM
7995;BOA VISTA DO SUL;RS
1056;BOA VISTA DO TUPIM;BA
10306;BOA VISTA DOS ANDRADAS;SP
10307;BOA VISTA PAULISTA;SP
1057;BOACU;BA
2133;BOAPABA;ES
5887;BOAS NOVAS;PE
592;BOCA DA MATA;AL
140;BOCA DO ACRE;AM
1058;BOCA DO CORREGO;BA
207;BOCA DO JARI;AP
7996;BOCA DO MONTE;RS
9790;BOCAINA;SP
5639;BOCAINA;PR
6138;BOCAINA;PI
3396;BOCAINA DE MINAS;MG
9354;BOCAINA DO SUL;SC
3397;BOCAIUVA;MG
5640;BOCAIUVA DO SUL;PR
4929;BOCAIUVAL;MT
4538;BOCAJA;MS
4537;BOCAJA;MS
7708;BODO;RN
6045;BODOCO;PE
4539;BODOQUENA;MS
7984;BOEMIOS;RS
9968;BOFETE;SP
8896;BOI PRETO;RS
5100;BOIM;PA
9355;BOITEUXBURGO;SC
9969;BOITUVA;SP
8897;BOJURU;RS
6046;BOM CONSELHO;PE
3398;BOM DESPACHO;MG
4540;BOM FIM;MS
9970;BOM FIM DO BOM JESUS;SP
7901;BOM FUTURO;RO
571;BOM JARDIM;AL
8273;BOM JARDIM;RS
7504;BOM JARDIM;RJ
5101;BOM JARDIM;PA
8898;BOM JARDIM;RS
2744;BOM JARDIM;MA
5888;BOM JARDIM;PE
9356;BOM JARDIM DA SERRA;SC
2386;BOM JARDIM DE GOIAS;GO
3399;BOM JARDIM DE MINAS;MG
5641;BOM JARDIM DO SUL;PR
6068;BOM JESUS;PI
2387;BOM JESUS;GO
7903;BOM JESUS;RO
9357;BOM JESUS;SC
7709;BOM JESUS;RN
5546;BOM JESUS;PB
8899;BOM JESUS;RS
3400;BOM JESUS DA CACHOEIRA;MG
1059;BOM JESUS DA LAPA;BA
3401;BOM JESUS DA PENHA;MG
1060;BOM JESUS DA SERRA;BA
2948;BOM JESUS DAS SELVAS;MA
3029;BOM JESUS DE ANGICOS;MG
3402;BOM JESUS DE CARDOSOS;MG
3403;BOM JESUS DO AMPARO;MG
4944;BOM JESUS DO ARAGUAIA;MT
3404;BOM JESUS DO DIVINO;MG
3405;BOM JESUS DO GALHO;MG
7505;BOM JESUS DO ITABAPOANA;RJ
3078;BOM JESUS DO MADEIRA;MG
2221;BOM JESUS DO NORTE;ES
8683;BOM JESUS DO OESTE;SC
3269;BOM JESUS DO PRATA;MG
7506;BOM JESUS DO QUERENDO;RJ
5642;BOM JESUS DO SUL;PR
10657;BOM JESUS DO TOCANTINS;TO
5102;BOM JESUS DO TOCANTINS;PA
9971;BOM JESUS DOS PERDOES;SP
2949;BOM LUGAR;MA
5889;BOM NOME;PE
3406;BOM PASTOR;MG
8038;BOM PLANO;RS
1499;BOM PRINCIPIO;CE
8560;BOM PRINCIPIO;RS
6242;BOM PRINCIPIO DO PIAUI;PI
7649;BOM PROGRESSO;RS
5643;BOM PROGRESSO;PR
8166;BOM RECREIO;RS
3203;BOM REPOUSO;MG
3407;BOM RETIRO;MG
8684;BOM RETIRO;SC
7650;BOM RETIRO;RS
5647;BOM RETIRO;PR
8201;BOM RETIRO;RS
5645;BOM RETIRO;PR
5646;BOM RETIRO;PR
5644;BOM RETIRO;PR
9972;BOM RETIRO DA ESPERANCA;SP
8544;BOM RETIRO DO GUAIBA;RS
8545;BOM RETIRO DO SUL;RS
8331;BOM SERA;RS
1061;BOM SOSSEGO;BA
5649;BOM SUCESSO;PR
4900;BOM SUCESSO;MT
5648;BOM SUCESSO;PR
5485;BOM SUCESSO;PB
3204;BOM SUCESSO;MG
5484;BOM SUCESSO;PB
9358;BOM SUCESSO;SC
9756;BOM SUCESSO DE ITARARE;SP
3408;BOM SUCESSO DE PATOS;MG
6282;BOM SUCESSO DO SUL;PR
8727;BOMBINHAS;SC
3392;BONANCA;MG
7973;BONFIM;RR
5890;BONFIM;PE
2888;BONFIM;MG
1636;BONFIM;CE
1635;BONFIM;CE
1062;BONFIM DA FEIRA;BA
2745;BONFIM DO ARARI;MA
6069;BONFIM DO PIAUI;PI
9757;BONFIM PAULISTA;SP
2498;BONFINOPOLIS;GO
2889;BONFINOPOLIS DE MINAS;MG
1637;BONHU;CE
651;BONIFACIO;AL
1063;BONINAL;BA
1638;BONITO;CE
5103;BONITO;PA
1064;BONITO;BA
5891;BONITO;PE
4541;BONITO;MS
8546;BONITO;RS
2890;BONITO DE MINAS;MG
5486;BONITO DE SANTA FE;PB
2416;BONOPOLIS;GO
602;BONSUCESSO;AL
2222;BONSUCESSO;ES
1444;BOQUEIRAO;CE
4542;BOQUEIRAO;MS
5487;BOQUEIRAO;PB
612;BOQUEIRAO;AL
8547;BOQUEIRAO;RS
8191;BOQUEIRAO;RS
8549;BOQUEIRAO DO LEAO;RS
6070;BOQUEIRAO DO PIAUI;PI
9719;BOQUIM;SE
512;BOQUIRA;BA
9973;BORA;SP
9861;BORACEIA;SP
118;BORBA;AM
2891;BORBA GATO;MG
5488;BORBOREMA;PB
9974;BORBOREMA;SP
2892;BORDA DA MATA;MG
6283;BORDA DO CAMPO;PR
9975;BOREBI;SP
1639;BORGES;CE
5650;BORMAN;PR
8550;BORORE;RS
5651;BORRAZOPOLIS;PR
8173;BORUSSIA;RS
8282;BOSSOROCA;RS
9976;BOTAFOGO;SP
601;BOTAFOGO;AL
8336;BOTE;RS
10408;BOTELHO;SP
3660;BOTELHOS;MG
8551;BOTUCARAI;RS
10409;BOTUCATU;SP
10410;BOTUJURU;SP
3661;BOTUMIRIM;MG
513;BOTUPORA;BA
5652;BOTUQUARA;PR
1065;BOTUQUARA;BA
8728;BOTUVERA;SC
5653;BOURBONIA;PR
7620;BOZANO;RS
10411;BRACO;SP
9342;BRACO DO NORTE;SC
2223;BRACO DO RIO;ES
9322;BRACO DO TROMBUDO;SC
8264;BRACO FORTE;RS
8552;BRAGA;RS
5104;BRAGANCA;PA
10284;BRAGANCA PAULISTA;SP
5635;BRAGANEY;PR
5618;BRAGANTINA;PR
652;BRANQUINHA;AL
10285;BRAS CUBAS;SP
3662;BRAS PIRES;MG
5105;BRASIL NOVO;PA
10658;BRASILANDIA;TO
4543;BRASILANDIA;MS
3663;BRASILANDIA DE MINAS;MG
6278;BRASILANDIA DO SUL;PR
10589;BRASILANDIA DO TOCANTINS;TO
532;BRASILEIA;AC
6071;BRASILEIRA;PI
2110;BRASILIA;DF
3140;BRASILIA DE MINAS;MG
5106;BRASILIA LEGAL;PA
10286;BRASITANIA;SP
4962;BRASNORTE;MT
3141;BRASOPOLIS;MG
10287;BRAUNA;SP
3664;BRAUNAS;MG
2499;BRAZABRANTES;GO
10715;BRAZLANDIA;DF
5873;BREJAO;PE
3665;BREJAUBA;MG
3666;BREJAUBINHA;MG
2224;BREJETUBA;ES
5846;BREJINHO;PE
1640;BREJINHO;CE
7710;BREJINHO;RN
1066;BREJINHO DAS AMETISTAS;BA
10561;BREJINHO DE NAZARE;TO
2746;BREJO;MA
10288;BREJO ALEGRE;SP
3384;BREJO BONITO;MG
5847;BREJO DA MADRE DE DEUS;PE
1067;BREJO DA SERRA;BA
2747;BREJO DE AREIA;MA
2792;BREJO DE SAO FELIX;MA
3385;BREJO DO AMPARO;MG
5489;BREJO DO CRUZ;PB
5107;BREJO DO MEIO;PA
6072;BREJO DO PIAUI;PI
5490;BREJO DOS SANTOS;PB
1554;BREJO GRANDE;CE
9720;BREJO GRANDE;SE
4981;BREJO GRANDE DO ARAGUAIA;PA
1068;BREJO LUIZA DE BRITO;BA
1069;BREJO NOVO;BA
1555;BREJO SANTO;CE
1070;BREJOES;BA
1071;BREJOLANDIA;BA
5088;BREU BRANCO;PA
5067;BREVES;PA
4927;BRIANORTE;MT
2500;BRITANIA;GO
8553;BROCHIER;RS
9868;BRODOWSKI;SP
1641;BROTAS;CE
9771;BROTAS;SP
1072;BROTAS DE MACAUBAS;BA
8075;BRUGNAROTTO;RS
3386;BRUMADINHO;MG
1052;BRUMADO;BA
3387;BRUMAL;MG
9323;BRUNOPOLIS;SC
9324;BRUSQUE;SC
3388;BUARQUE DE MACEDO;MG
1167;BUCUITUBA;BA
3389;BUENO;MG
3390;BUENO BRANDAO;MG
9967;BUENO DE ANDRADA;SP
2501;BUENOLANDIA;GO
3391;BUENOPOLIS;MG
5848;BUENOS AIRES;PE
1168;BUERAREMA;BA
2887;BUGRE;MG
6279;BUGRE;PR
8097;BUGRE;RS
5849;BUIQUE;PE
533;BUJARI;AC
5068;BUJARU;PA
5619;BULCAO;PR
1169;BURACICA;BA
1170;BURANHEM;BA
2225;BURARAMA;ES
10033;BURI;SP
1171;BURIL;BA
1172;BURIS DE ABRANTES;BA
10034;BURITAMA;SP
4901;BURITI;MT
8554;BURITI;RS
2793;BURITI;MA
4963;BURITI;MT
2502;BURITI ALEGRE;GO
2748;BURITI BRAVO;MA
2749;BURITI CORTADO;MA
2503;BURITI DE GOIAS;GO
10562;BURITI DO TOCANTINS;TO
6073;BURITI DOS LOPES;PI
6074;BURITI DOS MONTES;PI
2750;BURITICUPU;MA
2504;BURITINOPOLIS;GO
371;BURITIRAMA;BA
2751;BURITIRANA;MA
7934;BURITIS;RO
2870;BURITIS;MG
10035;BURITIZAL;SP
1642;BURITIZAL;CE
2871;BURITIZEIRO;MG
1643;BURITIZINHO;CE
8555;BUTIA;RS
8556;BUTIAS;RS
8108;BUTIATUVA;RS
119;CAAPIRANGA;AM
5491;CAAPORA;PB
4544;CAARAPO;MS
372;CAATIBA;BA
3136;CAATINGA;MG
5492;CABACEIRAS;PB
1173;CABACEIRAS DO PARAGUACU;BA
5850;CABANAS;PE
3768;CABECEIRA DO APA;MS
444;CABECEIRA DO JIBOIA;BA
3137;CABECEIRA GRANDE;MG
2505;CABECEIRAS;GO
6075;CABECEIRAS DO PIAUI;PI
5493;CABEDELO;PB
7935;CABIXI;RO
5851;CABO DE SANTO AGOSTINHO;PE
5852;CABO DE SANTO AGOSTINHO;PE
7507;CABO FRIO;RJ
2872;CABO VERDE;MG
252;CABOTO;BA
1046;CABRALIA;BA
10036;CABRALIA PAULISTA;SP
1644;CABREIRO;CE
10037;CABREUVA;SP
5620;CABRITO;PR
5853;CABROBO;PE
7408;CABUCU;RJ
2873;CABURU;MG
9321;CACADOR;SC
9862;CACAPAVA;SP
7993;CACAPAVA DO SUL;RS
2874;CACARATIBA;MG
2875;CACAREMA;MG
5621;CACATU;PR
145;CACAU PIRERA;AM
7919;CACAULANDIA;RO
8224;CACEQUI;RS
4902;CACERES;MT
1047;CACHA PREGOS;BA
1048;CACHOEIRA;BA
3769;CACHOEIRA;MS
5622;CACHOEIRA;PR
5577;CACHOEIRA;PB
1448;CACHOEIRA;CE
1645;CACHOEIRA;CE
2876;CACHOEIRA ALEGRE;MG
2436;CACHOEIRA ALTA;GO
2877;CACHOEIRA DA PRATA;MG
5032;CACHOEIRA DA SERRA;PA
5623;CACHOEIRA DE CIMA;PR
10038;CACHOEIRA DE EMAS;SP
9325;CACHOEIRA DE FATIMA;SC
2437;CACHOEIRA DE GOIAS;GO
2878;CACHOEIRA DE MINAS;MG
2879;CACHOEIRA DE PAJEU;MG
2880;CACHOEIRA DE SANTA CRUZ;MG
5624;CACHOEIRA DE SAO JOSE;PR
3162;CACHOEIRA DO ARANA;MG
4978;CACHOEIRA DO ARARI;PA
8723;CACHOEIRA DO BOM JESUS;SC
2881;CACHOEIRA DO BRUMADO;MG
2882;CACHOEIRA DO CAMPO;MG
5625;CACHOEIRA DO ESPIRITO SANTO;PR
2883;CACHOEIRA DO MANTEIGA;MG
1049;CACHOEIRA DO MATO;BA
6024;CACHOEIRA DO PINTO;PE
4977;CACHOEIRA DO PIRIA;PA
5854;CACHOEIRA DO ROBERTO;PE
8225;CACHOEIRA DO SUL;RS
3138;CACHOEIRA DO VALE;MG
3139;CACHOEIRA DOS ANTUNES;MG
5591;CACHOEIRA DOS INDIOS;PB
2884;CACHOEIRA DOURADA;MG
2506;CACHOEIRA DOURADA;GO
1646;CACHOEIRA GRANDE;CE
2752;CACHOEIRA GRANDE;MA
10039;CACHOEIRA PAULISTA;SP
5934;CACHOEIRA SECA;PE
7409;CACHOEIRAS DE MACACU;RJ
7994;CACHOEIRINHA;RS
2885;CACHOEIRINHA;MG
5627;CACHOEIRINHA;PR
6042;CACHOEIRINHA;PE
10590;CACHOEIRINHA;TO
5494;CACHOEIRINHA;PB
2152;CACHOEIRINHA DE ITAUNA;ES
2153;CACHOEIRO DE ITAPEMIRIM;ES
7410;CACHOEIROS;RJ
5495;CACIMBA DE AREIA;PB
5496;CACIMBA DE DENTRO;PB
1485;CACIMBAS;CE
5497;CACIMBAS;PB
653;CACIMBINHAS;AL
8557;CACIQUE DOBLE;RS
7920;CACOAL;RO
9823;CACONDE;SP
2507;CACU;GO
1050;CACULE;BA
5628;CADEADINHO;PR
8558;CADORNA;RS
1051;CAEM;BA
2886;CAETANO LOPES;MG
5629;CAETANO MENDES;PR
2869;CAETANOPOLIS;MG
1158;CAETANOS;BA
3858;CAETE;MG
3859;CAETE;MG
1159;CAETE-ACU;BA
5855;CAETES;PE
1160;CAETITE;BA
1161;CAFARNAUM;BA
2226;CAFE;ES
5630;CAFEARA;PR
5631;CAFEEIROS;PR
10040;CAFELANDIA;SP
5632;CAFELANDIA;PR
3271;CAFEMIRIM;MG
9754;CAFESOPOLIS;SP
5069;CAFEZAL;PA
5633;CAFEZAL DO SUL;PR
9956;CAIABU;SP
142;CAIAMBE;AM
3860;CAIANA;MG
3861;CAIAPO;MG
2508;CAIAPONIA;GO
8559;CAIBATE;RS
8724;CAIBI;SC
9957;CAIBURA;SP
5498;CAICARA;PB
8165;CAICARA;RS
2509;CAICARA;GO
1647;CAICARA;CE
1162;CAICARA;BA
1429;CAICARA;CE
7711;CAICARA DO NORTE;RN
7712;CAICARA DO RIO DO VENTO;RN
1648;CAICARINHA;CE
5863;CAICARINHA DA PENHA;PE
7713;CAICO;RN
9958;CAIEIRAS;SP
1163;CAIMBE;BA
1649;CAIO PRADO;CE
1629;CAIOCA;CE
1736;CAIPU;CE
5070;CAIRARI;PA
1164;CAIRU;BA
5634;CAITA;PR
4903;CAITE;MT
9959;CAIUA;SP
1165;CAIUBI;BA
6393;CAIVA;PR
9960;CAJAMAR;SP
2753;CAJAPIO;MA
654;CAJARANA;AL
2950;CAJARI;MA
9961;CAJATI;SP
5499;CAJAZEIRAS;PB
6021;CAJAZEIRAS;PE
6076;CAJAZEIRAS DO PIAUI;PI
5500;CAJAZEIRINHAS;PB
9962;CAJOBI;SP
5071;CAJU;PA
655;CAJUEIRO;AL
1424;CAJUEIRO;CE
6077;CAJUEIRO DA PRAIA;PI
1166;CAJUI;BA
3862;CAJURI;MG
9963;CAJURU;SP
1737;CALABACA;CE
7936;CALAMA;RO
5864;CALCADO;PE
2492;CALCILANDIA;GO
208;CALCOENE;AP
2853;CALDAS;MG
5501;CALDAS BRANDAO;PB
1138;CALDAS DO JORRO;BA
2575;CALDAS NOVAS;GO
2576;CALDAZINHA;GO
1139;CALDEIRAO;BA
1738;CALDEIRAO;CE
6027;CALDEIRAO;PE
455;CALDEIRAO GRANDE;BA
6078;CALDEIRAO GRANDE DO PIAUI;PI
1140;CALDEIRAS;BA
5865;CALDEIROES;PE
557;CALDEIROES DE CIMA;AL
7411;CALHEIROS;RJ
1739;CALIFORNIA;CE
6280;CALIFORNIA;PR
6703;CALIFORNIA DA BARRA;RJ
2854;CALIXTO;MG
2577;CALIXTO;GO
9326;CALMON;SC
6281;CALOGERAS;PR
2227;CALOGI;ES
5866;CALUMBI;PE
1141;CAMACAN;BA
1142;CAMACARI;BA
2855;CAMACHO;MG
558;CAMADANTA;AL
5502;CAMALAU;PB
1143;CAMAMU;BA
3134;CAMANDUCAIA;MG
4545;CAMAPUA;MS
8436;CAMAQUA;RS
1740;CAMARA;CE
